OrderID,CustomerName,MenuItem,Quantity,OrderDate,PricePerUnit,TotalPrice
82793,Craig Sanders,Soda,2,2023-06-11 07:15:19,29.37,58.74
6925,Timothy Zamora,Spring Rolls,1,2023-11-22 10:32:25,34.95,34.95
60769,Benjamin Wood,Cheesecake,2,2023-05-30 17:14:35,38.47,76.94
12698,Devon Davis,Garlic Bread,2,2023-02-10 06:19:42,13.75,27.5
85572,Charles Bennett,Chocolate Cake,4,2023-04-30 09:48:42,48.82,195.28
93941,Mr. Dennis Owens,Burger,4,2023-05-16 06:52:10,40.04,160.16
92101,Tiffany Johnson,Garlic Bread,5,2023-05-09 02:26:14,30.58,152.9
79601,Debbie Lowe,Wine,2,2023-12-14 08:32:34,25.15,50.3
52042,Angela Spence,Chocolate Cake,4,2023-03-04 04:57:09,35.84,143.36
60477,Lisa Williams,Pasta,4,2023-03-19 15:39:25,31.95,127.8
18845,Stephanie Young,Coffee,2,2023-08-28 02:16:53,47.02,94.04
88562,Mackenzie Rodriguez,Chicken Wings,1,2023-04-07 01:46:43,41.43,41.43
64452,Harry Kennedy,Cheesecake,2,2023-08-10 15:55:39,19.35,38.7
87801,James Bush,Coffee,3,2023-08-16 20:12:43,31.58,94.74
64108,Dominique Myers,Wine,3,2023-06-15 19:01:05,37.6,112.8
48640,Mary Becker,Garlic Bread,3,2023-04-10 20:24:00,21.18,63.54
74043,Karen Leon,Steak,5,2023-05-26 09:10:14,5.46,27.3
1261,Joshua Anthony,Spring Rolls,5,2023-07-25 21:52:38,30.59,152.95
54121,Richard Leblanc,Ice Cream,1,2023-06-17 06:36:16,33.26,33.26
79953,Mary Deleon,Burger,3,2023-03-25 05:25:16,21.86,65.58
73680,Teresa Kelly,Beer,5,2023-07-20 14:02:06,12.51,62.55
39465,Luke Moyer,Burger,3,2023-03-25 15:29:06,41.25,123.75
63863,Nancy Shelton,Steak,2,2023-07-15 15:20:54,20.01,40.02
71721,Justin Shelton,Coffee,2,2023-02-09 05:54:04,11.81,23.62
48710,Frank Morris,Chocolate Cake,5,2023-11-20 04:08:57,41.48,207.4
65143,Gary Anderson,Pasta,1,2023-01-04 18:15:43,49.63,49.63
2676,Amanda Smith,Pasta,4,2023-08-04 12:18:01,45.54,182.16
93027,Kimberly Graham,Beer,3,2023-09-19 19:17:44,9.39,28.17
34321,Brad Fitzgerald,Beer,4,2023-11-12 07:18:42,25.94,103.76
64105,Michelle Turner,Soda,2,2023-07-20 12:07:16,46.47,92.94
87068,Rebecca Flores,Chicken Wings,5,2023-10-10 00:13:05,10.4,52.0
4707,Brianna Macdonald,Steak,3,2023-05-25 16:30:28,27.43,82.29
88706,Michael Robinson,Chocolate Cake,2,2023-10-31 03:23:18,36.88,73.76
42698,Christopher Lutz,Beer,5,2023-04-26 01:51:48,22.06,110.3
71770,Joy Anderson,Burger,4,2023-07-19 10:57:08,47.64,190.56
43726,Kristin Case,Garlic Bread,1,2023-05-31 02:20:07,8.93,8.93
94235,Paul Ramirez,Wine,1,2023-01-09 11:46:36,34.69,34.69
49124,Danielle Tran,Chicken Wings,3,2023-02-25 07:02:24,41.26,123.78
38724,Anthony Anderson,Beer,1,2023-09-10 12:30:07,31.58,31.58
90963,Maria Graham,Soda,3,2023-08-29 01:52:11,33.21,99.63
65269,Paul Martin,Coffee,4,2023-09-01 10:25:58,21.18,84.72
81388,Michael Mcdaniel,Pasta,3,2023-04-04 19:22:57,19.45,58.35
93065,Carl Hernandez,Pizza,1,2023-11-05 01:38:45,18.78,18.78
37512,James Hill,Garlic Bread,5,2023-06-09 15:52:42,11.49,57.45
31311,Robert Lewis,Ice Cream,4,2023-08-10 04:32:12,45.6,182.4
81910,Jordan Hale,Garlic Bread,1,2023-07-15 21:52:37,11.63,11.63
25306,David Peters,Spring Rolls,3,2023-09-15 14:22:54,6.36,19.08
27498,Peter Smith,Pasta,4,2023-01-14 15:48:54,27.44,109.76
77105,Kristy Weiss,Spring Rolls,3,2023-09-02 03:05:48,27.24,81.72
51691,John Davis,Soda,3,2023-03-12 12:24:34,41.27,123.81
50599,Madison Rodriguez,Cheesecake,2,2023-09-25 12:56:46,31.6,63.2
98094,Maria Bailey,Soda,5,2023-06-18 09:36:42,29.57,147.85
352,Johnathan Johnson,Chicken Wings,4,2023-09-20 12:12:33,10.96,43.84
11007,Daniel Gamble,Chocolate Cake,3,2023-05-13 07:35:59,9.38,28.14
26439,Ryan Trujillo,Chocolate Cake,3,2023-05-04 14:48:01,7.49,22.47
36433,Joseph Stephens,Pasta,5,2023-05-28 18:35:48,6.7,33.5
13174,Mathew Norton,Soda,1,2023-06-29 04:58:55,43.38,43.38
56,Michael Ramirez,Garlic Bread,2,2023-01-16 23:04:56,43.55,87.1
37510,Savannah Gutierrez,Burger,3,2023-11-25 10:48:06,22.13,66.39
40796,Robert Oneill,Wine,2,2023-04-01 19:06:12,9.24,18.48
37018,Charles Banks,Wine,1,2023-12-27 14:44:39,17.32,17.32
11492,Nicole Mcintyre,Cheesecake,2,2023-12-15 05:00:38,6.15,12.3
71238,Melissa Sullivan,Chocolate Cake,4,2023-11-14 21:09:31,41.07,164.28
13603,Vicki Hinton,Cheesecake,4,2023-11-27 11:59:21,29.17,116.68
29637,James James,Burger,1,2023-11-14 00:35:29,39.39,39.39
87943,Jennifer Barnes,Garlic Bread,3,2023-06-21 03:36:23,40.2,120.6
31344,Melissa Watts,Chocolate Cake,1,2023-12-21 13:45:43,6.41,6.41
4490,Kristy Hanson,Soda,5,2023-08-15 20:52:04,25.05,125.25
54324,Charles Payne,Steak,4,2023-07-18 08:17:08,43.01,172.04
31054,William Thomas,Beer,3,2023-10-14 12:57:20,25.05,75.15
56262,Amber Green,Chicken Wings,5,2023-09-06 01:17:33,45.62,228.1
4578,Joel Johnson,Pasta,5,2023-02-24 14:13:04,27.35,136.75
45070,Michael Aguilar,Coffee,4,2023-05-03 15:58:32,12.41,49.64
35869,Laura Mcdonald,Beer,3,2023-10-03 19:12:03,49.85,149.55
47062,Ashley Becker,Soda,5,2023-01-10 06:04:23,36.0,180.0
1078,Kathryn Mcdaniel,Pizza,2,2023-05-05 19:24:15,31.62,63.24
21209,Michael Walsh,Garlic Bread,1,2023-08-05 15:48:12,13.36,13.36
78602,Karen Richardson,Chocolate Cake,5,2023-12-11 09:07:17,48.73,243.65
49083,Joseph Fischer,Steak,2,2023-09-23 10:54:56,21.96,43.92
16474,Jessica Grimes,Cheesecake,2,2023-07-22 13:28:44,32.04,64.08
71231,Deborah Mendoza,Beer,1,2023-05-07 20:47:50,46.79,46.79
6672,Victoria Thornton,Coffee,2,2023-06-03 00:50:01,40.01,80.02
47596,Michelle Jennings,Garlic Bread,3,2023-07-07 01:00:07,15.18,45.54
79984,Vincent Cannon,Cheesecake,4,2023-05-04 21:49:11,36.42,145.68
11489,Kelly Hopkins,Wine,1,2023-11-05 09:13:37,20.43,20.43
85940,Ray Taylor,Pizza,2,2023-05-10 11:48:33,12.92,25.84
46070,Jose Galloway,Coffee,4,2023-05-09 16:45:38,32.57,130.28
78411,Brittany Boyer,Cheesecake,1,2023-10-17 11:33:05,21.83,21.83
89973,Diane Cuevas,Chicken Wings,3,2023-03-11 16:43:51,42.71,128.13
53578,Madison Johnson,Wine,1,2023-10-24 03:21:01,6.94,6.94
15708,Laura White,Spring Rolls,3,2023-12-05 11:15:32,16.4,49.2
13824,Scott Cox,Beer,1,2023-06-27 19:32:26,35.64,35.64
65356,Shelby Conner,Garlic Bread,2,2023-09-15 01:08:31,29.25,58.5
40094,Tiffany Johnson,Garlic Bread,3,2023-01-07 19:07:55,14.68,44.04
86993,Martin Delacruz,Garlic Bread,2,2023-08-11 15:29:13,42.33,84.66
34431,Andrea Thomas DDS,Ice Cream,4,2023-06-02 20:04:15,8.31,33.24
45155,Sharon Wallace,Ice Cream,1,2023-04-20 19:10:10,10.17,10.17
42635,Tina Young,Cheesecake,5,2023-11-24 14:15:24,48.24,241.2
56948,Aaron Petty MD,Coffee,1,2023-03-23 07:57:29,44.86,44.86
68630,Robert Duran,Beer,5,2023-01-19 15:57:55,9.74,48.7
48468,Cheryl Sanders,Beer,2,2023-08-18 20:38:21,25.17,50.34
58163,Patricia Randall,Coffee,1,2023-06-22 20:18:40,27.9,27.9
37892,Miss Kelly Cunningham,Pizza,4,2023-07-26 13:19:40,19.45,77.8
53672,Anthony Wolf,Coffee,3,2023-04-08 22:17:51,5.66,16.98
4963,Teresa Garcia,Pizza,2,2023-04-17 08:58:48,25.88,51.76
8423,Tyler Santiago,Garlic Bread,2,2023-06-02 21:15:01,9.06,18.12
61555,Tara Moran,Chicken Wings,2,2023-03-10 10:21:50,47.47,94.94
4156,Heather Terry,Ice Cream,3,2023-09-01 22:58:35,46.67,140.01
83201,Cheryl Davis,Pasta,3,2023-07-31 16:33:30,41.02,123.06
20918,Julie Glenn,Steak,2,2023-02-21 16:23:09,30.0,60.0
28207,Xavier Brown,Spring Rolls,5,2023-04-18 02:18:55,32.82,164.1
72468,Patricia Meyer,Pasta,4,2023-10-18 20:07:44,38.85,155.4
33643,Anthony Burch MD,Garlic Bread,5,2023-12-12 13:53:06,19.12,95.6
30601,Joseph Lloyd,Beer,2,2023-09-23 05:13:37,33.17,66.34
8782,Mary Rasmussen,Steak,1,2023-11-05 10:32:34,46.54,46.54
30726,Ronald Burns,Burger,2,2023-05-16 18:41:48,40.11,80.22
76539,Haley Garrett,Wine,2,2023-07-08 00:22:18,17.55,35.1
49447,Preston Carter,Pizza,2,2023-01-15 23:57:11,29.8,59.6
555,Kaitlyn Richard,Spring Rolls,2,2023-12-06 13:27:31,8.89,17.78
53036,Kenneth Rosales,Steak,3,2023-12-06 16:08:58,33.14,99.42
46401,Shane Garcia,Pasta,5,2023-01-27 10:27:01,25.86,129.3
25943,Beth Cain,Spring Rolls,5,2023-10-22 00:54:30,19.5,97.5
96524,Andrew Santana,Spring Rolls,1,2023-09-12 03:31:29,32.22,32.22
43073,Jennifer Harris,Soda,2,2023-07-12 12:15:52,14.59,29.18
71085,Justin Woods,Chocolate Cake,1,2023-12-25 23:49:23,20.08,20.08
18195,Brian Robinson,Cheesecake,5,2023-02-24 08:09:21,9.65,48.25
87065,Breanna Reed,Soda,2,2023-07-14 10:42:41,13.48,26.96
48006,Carly Cook,Coffee,4,2023-03-25 20:39:15,14.47,57.88
48076,Nancy Cox,Spring Rolls,3,2023-08-03 14:28:23,19.43,58.29
31776,Kathryn Zavala,Spring Rolls,4,2023-03-29 10:12:29,42.82,171.28
55102,Kimberly Young,Cheesecake,2,2023-07-25 23:04:47,5.46,10.92
79039,Stacy Mejia,Chicken Wings,2,2023-09-10 09:41:41,15.86,31.72
76115,Gregory Hughes,Spring Rolls,2,2023-11-12 21:04:42,44.16,88.32
29929,Sarah Garza,Coffee,2,2023-02-28 02:38:57,23.99,47.98
33150,Anne Oliver PhD,Pasta,4,2023-01-21 13:48:27,18.11,72.44
64220,Jennifer Miles,Pasta,1,2023-10-26 23:09:39,26.85,26.85
40674,Ryan Byrd,Pizza,3,2023-08-10 04:45:57,47.06,141.18
73496,Gregory Baker,Pizza,3,2023-10-17 11:23:57,33.89,101.67
64274,Scott Gonzalez,Garlic Bread,3,2023-06-28 10:45:44,25.37,76.11
18640,Sara Taylor,Soda,3,2023-09-30 10:55:40,44.14,132.42
96692,Kevin Morgan,Chocolate Cake,5,2023-12-15 00:48:42,38.0,190.0
33519,Ann Harvey,Garlic Bread,5,2023-04-09 13:35:21,20.98,104.9
82344,Ellen Garrett,Chicken Wings,2,2023-08-15 20:41:13,13.61,27.22
10890,Kendra Cooke,Chicken Wings,3,2023-07-17 02:11:02,40.16,120.48
13469,Grant Jones,Garlic Bread,3,2023-11-10 15:53:06,45.07,135.21
46965,Jesus Mercer,Cheesecake,5,2023-04-01 23:26:41,21.24,106.2
47001,Kyle Holmes,Burger,4,2023-02-19 10:08:48,48.6,194.4
70075,Ethan Wagner,Cheesecake,3,2023-09-01 10:37:25,35.93,107.79
74888,Patrick Robinson,Garlic Bread,4,2023-12-16 19:09:51,10.18,40.72
22285,Kenneth Williams,Pasta,4,2023-07-10 08:50:49,46.74,186.96
24961,Lawrence Thomas,Ice Cream,5,2023-11-30 14:01:20,49.41,247.05
45718,Tina Fowler,Burger,2,2023-11-01 18:45:02,41.77,83.54
65496,Samuel Watson,Spring Rolls,3,2023-06-09 02:29:10,25.36,76.08
18066,Jason Brennan,Soda,4,2023-09-27 02:40:34,6.09,24.36
89907,Nathan Thompson,Steak,4,2023-12-22 19:50:37,33.37,133.48
54201,Richard Rivera,Steak,5,2023-10-26 15:29:37,16.17,80.85
56435,Emily Simmons,Chocolate Cake,1,2023-02-03 16:34:53,36.17,36.17
30288,William Padilla,Garlic Bread,3,2023-02-19 11:47:15,17.15,51.45
80349,Rebecca Smith,Burger,3,2023-12-23 12:42:09,30.74,92.22
48350,Gregory Brock,Burger,5,2023-11-10 12:08:17,45.29,226.45
94907,Kimberly Ball,Burger,3,2023-03-03 10:27:41,45.38,136.14
42237,Elizabeth Oliver,Burger,4,2023-07-17 22:27:56,15.83,63.32
25846,Morgan Singh,Pizza,4,2023-12-04 06:24:41,49.43,197.72
53878,Kristina Baker,Burger,2,2023-05-31 14:07:27,44.23,88.46
45750,Jeffery Aguilar,Chicken Wings,2,2023-10-16 06:09:46,25.14,50.28
8777,Katherine Harding MD,Coffee,2,2023-07-17 18:47:44,32.35,64.7
78693,Andrew Hinton,Garlic Bread,5,2023-07-04 09:01:58,29.95,149.75
67679,Hannah Peterson,Chocolate Cake,2,2023-10-01 06:34:08,46.47,92.94
59568,Keith Mcdaniel,Pizza,4,2023-06-09 22:05:21,14.87,59.48
75981,Miss Morgan Freeman DDS,Chocolate Cake,4,2023-09-06 23:54:28,25.21,100.84
35713,Aaron Durham,Pizza,1,2023-07-16 04:27:45,38.66,38.66
54469,Amy Green,Coffee,1,2023-04-11 09:00:46,22.48,22.48
81082,Jennifer Woods,Chocolate Cake,2,2023-08-18 02:30:13,14.5,29.0
52641,Taylor Baker,Beer,2,2023-07-19 02:14:38,32.45,64.9
35559,Kimberly Chambers,Beer,5,2023-06-26 09:25:09,7.21,36.05
29387,Nicholas Compton,Burger,2,2023-10-29 05:02:04,12.33,24.66
55418,Jennifer Shaw,Chocolate Cake,1,2023-06-23 21:57:12,24.04,24.04
34471,Taylor Brown,Soda,1,2023-08-28 07:55:45,44.62,44.62
94997,Ian Wade,Garlic Bread,4,2023-07-27 15:00:12,33.13,132.52
91357,Sarah Lopez,Chocolate Cake,2,2023-05-27 19:27:24,30.67,61.34
35525,Jeremy Brown,Ice Cream,1,2023-11-01 01:48:03,8.85,8.85
89627,Kayla Johnson,Beer,1,2023-09-15 09:54:56,13.53,13.53
73701,Carl Mayer,Chocolate Cake,5,2023-02-28 08:43:16,36.17,180.85
65724,Amy Friedman,Wine,4,2023-02-02 22:41:04,42.01,168.04
94188,Evan Romero,Burger,5,2023-05-22 22:20:26,5.47,27.35
39740,James Novak,Pasta,5,2023-10-18 23:22:06,29.1,145.5
90150,Jonathan Andersen,Pasta,2,2023-09-07 18:48:32,29.14,58.28
50738,Brooke Waller,Beer,4,2023-09-30 07:03:38,32.84,131.36
65540,Eric Nolan,Soda,4,2023-08-02 15:16:30,32.46,129.84
59382,Maurice Sanchez,Soda,3,2023-07-02 17:02:12,11.35,34.05
14876,Samantha Ross,Pasta,4,2023-11-20 14:24:29,16.42,65.68
1212,George Anderson,Beer,2,2023-09-03 21:18:31,12.86,25.72
27293,David Harris,Coffee,4,2023-09-27 13:09:10,23.54,94.16
36296,Valerie Martin,Chocolate Cake,2,2023-12-22 10:27:23,45.69,91.38
7120,Jason Martin,Chocolate Cake,1,2023-12-01 04:15:06,44.64,44.64
11505,Willie Brown,Soda,3,2023-10-03 02:59:27,16.71,50.13
63368,Bonnie Li,Spring Rolls,5,2023-02-12 16:26:17,29.32,146.6
21833,Linda Mayer,Burger,2,2023-10-07 05:05:17,17.18,34.36
20225,Alexander Clark,Coffee,1,2023-01-04 20:44:36,36.51,36.51
930,Michael Garcia,Garlic Bread,2,2023-06-02 15:18:44,20.8,41.6
93508,Stephanie Reed,Chicken Wings,1,2023-05-28 10:43:40,19.36,19.36
43012,Dustin Branch,Wine,1,2023-04-10 19:08:23,41.6,41.6
21386,Cindy Meadows,Beer,1,2023-01-18 20:47:31,7.79,7.79
64694,John Thomas,Chicken Wings,1,2023-07-02 07:06:19,40.15,40.15
75653,Rachel Macias,Coffee,2,2023-03-16 09:16:13,27.1,54.2
81588,Bailey Wallace,Soda,3,2023-11-11 03:05:00,28.68,86.04
39183,Holly Nguyen,Coffee,1,2023-04-03 07:31:44,7.22,7.22
2234,Candace Lambert,Ice Cream,4,2023-05-13 08:01:59,36.15,144.6
32218,Michele Young,Garlic Bread,2,2023-10-12 21:27:44,10.77,21.54
99881,David Garza,Garlic Bread,4,2023-05-05 21:22:41,43.02,172.08
22008,Shannon Duke,Garlic Bread,4,2023-07-21 17:01:42,36.73,146.92
98373,Lisa Compton,Cheesecake,3,2023-05-16 10:09:11,17.95,53.85
85663,Frederick Higgins,Burger,1,2023-09-08 16:51:42,12.46,12.46
70341,Ronald White,Steak,2,2023-02-08 04:11:37,43.82,87.64
78632,Barbara Phillips,Chicken Wings,3,2023-10-06 01:52:20,41.08,123.24
60293,Emily Murray,Wine,1,2023-01-23 21:28:49,42.09,42.09
37226,James Yoder,Burger,1,2023-08-05 12:06:12,35.62,35.62
26943,Rachel Solomon,Coffee,1,2023-11-12 21:04:13,47.16,47.16
21702,Mary Schultz,Chocolate Cake,5,2023-06-24 16:27:12,9.45,47.25
68993,Anne Santana,Wine,4,2023-12-21 06:48:50,35.72,142.88
47244,Julia Miller,Chocolate Cake,4,2023-05-14 11:16:50,19.28,77.12
40689,Cody Rojas,Chicken Wings,2,2023-03-22 06:12:19,9.49,18.98
94007,Shannon Adams,Chicken Wings,2,2023-05-11 17:56:57,42.22,84.44
95848,Richard Jones,Soda,2,2023-05-02 10:45:43,35.63,71.26
34830,Grace Gillespie,Garlic Bread,2,2023-05-31 01:52:26,11.65,23.3
11600,Dakota Rivera,Spring Rolls,2,2023-08-26 15:58:13,34.76,69.52
15360,Jim Lynn,Burger,5,2023-02-03 23:45:44,5.41,27.05
9311,Kevin Griffith,Soda,1,2023-11-25 08:55:39,34.08,34.08
96498,Timothy Diaz,Chocolate Cake,3,2023-08-02 18:10:17,49.54,148.62
11882,Ashley Santana,Soda,1,2023-06-15 15:46:12,40.47,40.47
98893,Justin Oliver,Chicken Wings,3,2023-01-22 12:18:15,27.65,82.95
19515,Evan Jackson,Chicken Wings,5,2023-12-17 23:47:15,18.18,90.9
87805,Laurie Trevino,Pasta,5,2023-08-21 15:39:10,43.83,219.15
22034,Brittney Nelson,Cheesecake,3,2023-04-29 15:18:21,23.1,69.3
61442,Timothy Trevino,Cheesecake,3,2023-02-04 16:16:17,10.24,30.72
57885,Carla Mooney,Chocolate Cake,4,2023-10-09 23:33:50,34.18,136.72
27548,Bryan Wright,Pasta,5,2023-07-12 06:19:51,49.84,249.2
57020,Patrick Young,Garlic Bread,2,2023-12-22 15:55:45,17.17,34.34
34891,Jessica Kelly,Chocolate Cake,5,2023-12-06 19:29:19,49.06,245.3
84907,Johnny Fuller,Wine,4,2023-01-31 18:31:28,18.26,73.04
40596,Jake Garcia,Pizza,3,2023-04-26 20:52:32,29.74,89.22
8489,Victoria Kim,Wine,1,2023-07-20 03:30:24,10.47,10.47
29600,Donald Howard,Spring Rolls,3,2023-09-06 21:55:31,22.12,66.36
98286,Sara Patel,Chicken Wings,3,2023-12-01 10:26:40,17.49,52.47
57500,Teresa Whitney,Spring Rolls,5,2023-05-22 06:45:30,7.33,36.65
92198,Rachel Blair,Chocolate Cake,2,2023-03-19 17:21:44,8.71,17.42
35856,Tyler Sharp,Spring Rolls,3,2023-02-08 06:52:39,10.32,30.96
36019,Brandi Anderson,Soda,4,2023-02-20 01:13:07,39.66,158.64
56443,Curtis Lee,Spring Rolls,5,2023-06-07 10:36:36,5.4,27.0
48517,Laura Cuevas,Steak,2,2023-09-07 20:21:06,9.15,18.3
11088,Kelli Taylor,Beer,5,2023-04-01 03:29:04,21.23,106.15
75142,Zachary Mccormick,Pasta,1,2023-01-01 15:17:31,43.35,43.35
95311,Frank Clark,Soda,1,2023-10-31 01:23:19,28.3,28.3
33353,Benjamin Odonnell,Soda,4,2023-09-18 12:07:38,31.82,127.28
94484,Adam Nelson,Coffee,1,2023-03-27 13:21:18,5.09,5.09
68929,Daniel Riley,Garlic Bread,1,2023-02-19 08:19:50,36.07,36.07
20252,Kristin Brown,Pasta,5,2023-07-22 16:10:45,10.16,50.8
4171,Joshua Spencer,Coffee,3,2023-08-12 06:16:53,20.62,61.86
69646,Robert Best,Steak,1,2023-12-28 08:44:31,26.05,26.05
97416,Nancy Myers,Chocolate Cake,5,2023-11-20 17:52:25,33.82,169.1
45771,John Williams,Cheesecake,2,2023-02-21 14:15:02,44.56,89.12
77415,Lisa Frost,Wine,2,2023-11-21 09:41:09,24.3,48.6
33797,Christopher Morgan,Pasta,1,2023-01-13 00:07:15,46.92,46.92
82437,Terri Lambert,Chocolate Cake,2,2023-09-01 14:53:39,16.83,33.66
60728,Kristen Hamilton,Garlic Bread,5,2023-08-28 07:39:48,21.56,107.8
81625,Peter Thornton,Soda,2,2023-07-28 20:01:54,39.14,78.28
70590,James Mathis,Garlic Bread,5,2023-12-21 18:51:25,7.14,35.7
15914,Robin Diaz,Steak,1,2023-02-19 07:28:37,33.33,33.33
87715,Alexander Jacobson,Burger,1,2023-07-06 17:10:03,41.97,41.97
1115,Brian Rivera,Chicken Wings,1,2023-03-12 14:20:46,21.46,21.46
51475,James Smith,Ice Cream,4,2023-08-08 14:03:51,14.46,57.84
3193,David Atkins,Ice Cream,2,2023-07-03 05:57:36,39.06,78.12
6418,Alex Campbell,Chicken Wings,2,2023-04-30 21:27:42,39.02,78.04
57040,Ashley Moore,Pasta,1,2023-06-30 18:58:07,13.65,13.65
52385,Heather Mclaughlin,Cheesecake,4,2023-12-15 20:10:21,17.38,69.52
8363,Lisa Patel,Chocolate Cake,5,2023-11-07 23:43:21,36.53,182.65
95370,Brian Hendrix,Soda,1,2023-02-22 05:11:47,19.32,19.32
69843,Brandi Sharp,Wine,5,2023-04-08 09:32:13,9.65,48.25
59940,Patrick Larson,Pasta,4,2023-05-19 20:25:23,28.16,112.64
424,Megan Rogers,Wine,5,2023-04-10 12:54:47,47.03,235.15
45955,Randy Murray,Chocolate Cake,1,2023-05-18 09:01:54,34.18,34.18
27888,Kelly Jordan,Garlic Bread,2,2023-03-29 12:08:28,14.43,28.86
55957,Chad Wilcox,Ice Cream,2,2023-03-28 15:30:59,24.17,48.34
87757,Sharon Curry,Wine,3,2023-10-07 03:11:06,26.05,78.15
45058,Penny Harris,Chocolate Cake,5,2023-06-07 19:20:36,13.59,67.95
96411,Hailey Taylor,Soda,5,2023-08-06 13:44:45,12.43,62.15
49347,Samantha Kirby,Soda,3,2023-02-04 05:02:09,21.21,63.63
49991,Carolyn Schneider,Chocolate Cake,3,2023-03-27 11:59:58,26.39,79.17
89771,James Mitchell,Chicken Wings,3,2023-11-15 01:55:01,39.37,118.11
14216,Wesley Cardenas,Wine,3,2023-07-26 23:14:18,49.44,148.32
26718,Ann Davis,Soda,3,2023-03-27 14:13:26,41.73,125.19
52611,Samantha Watson,Chocolate Cake,5,2023-11-14 22:09:18,33.23,166.15
25903,Kelly Moore,Burger,2,2023-07-26 13:37:43,10.31,20.62
86249,Kaitlyn Jackson,Soda,4,2023-02-25 16:22:44,33.03,132.12
22907,Paul Johnson,Spring Rolls,2,2023-05-07 23:17:59,10.89,21.78
60632,Jeffrey Pham,Spring Rolls,3,2023-02-17 02:40:45,31.66,94.98
13434,Allison Rose,Pasta,5,2023-08-27 12:54:21,36.22,181.1
77356,Dr. Danielle Bates,Wine,3,2023-07-04 22:52:25,22.38,67.14
89721,Janet Black,Burger,2,2023-08-22 08:26:13,34.92,69.84
7383,Meredith Roy,Pasta,4,2023-06-29 02:54:33,25.63,102.52
77262,Leslie Anderson,Pasta,5,2023-02-27 08:06:33,46.34,231.7
26465,Lisa Mays,Pasta,5,2023-11-19 16:30:32,36.86,184.3
73975,John Wright,Ice Cream,5,2023-12-14 19:12:23,10.08,50.4
43128,Joan Morgan,Spring Rolls,3,2023-06-09 14:43:21,34.19,102.57
66368,Danielle Harrison,Cheesecake,3,2023-11-11 18:36:55,48.78,146.34
47982,Cody Norman,Cheesecake,2,2023-11-12 20:05:43,49.06,98.12
58654,Ryan Ritter,Wine,3,2023-07-29 13:34:49,17.87,53.61
63256,Brandy Morrison,Pasta,3,2023-12-10 14:37:26,29.69,89.07
72709,James Porter,Cheesecake,4,2023-07-29 03:55:49,21.97,87.88
32562,John Nelson,Pasta,2,2023-05-21 10:58:02,30.24,60.48
5621,Sherry Oliver,Steak,1,2023-04-24 01:14:00,27.38,27.38
9094,James Edwards,Pizza,2,2023-09-13 17:29:09,12.52,25.04
28890,Jennifer Bond,Chocolate Cake,2,2023-09-17 03:38:19,5.48,10.96
61651,Natasha Gibson,Steak,2,2023-02-26 13:39:21,49.59,99.18
25600,Olivia Kirby,Pasta,4,2023-10-25 08:44:21,9.94,39.76
60926,Jose Green,Spring Rolls,1,2023-05-11 10:47:26,49.01,49.01
27875,Nicholas Bond,Steak,5,2023-03-14 16:29:20,49.3,246.5
75595,Rachel Davis,Chocolate Cake,2,2023-07-24 11:39:51,19.57,39.14
15021,Kathy Moody,Steak,3,2023-06-03 12:15:46,6.07,18.21
83883,Kayla Morales,Beer,3,2023-04-20 16:50:44,40.54,121.62
13489,Sherri Mcdaniel,Chocolate Cake,2,2023-12-09 23:21:56,12.66,25.32
33579,Adam Herring,Ice Cream,1,2023-04-28 16:48:19,45.13,45.13
31380,Henry Walker,Cheesecake,1,2023-01-11 08:18:16,47.91,47.91
11942,Melissa Trevino,Cheesecake,3,2023-12-17 06:00:56,12.51,37.53
90170,Matthew Morris,Garlic Bread,1,2023-11-23 19:20:35,10.39,10.39
66594,Craig Fischer,Ice Cream,5,2023-01-19 09:43:13,8.66,43.3
3341,Lisa Johnson,Garlic Bread,5,2023-03-27 01:27:24,41.99,209.95
21430,William Smith,Chocolate Cake,4,2023-09-08 02:42:53,35.35,141.4
13186,Sarah Mann,Chicken Wings,2,2023-01-06 11:03:40,25.92,51.84
9924,Richard Melton,Ice Cream,1,2023-12-30 03:47:44,44.19,44.19
77899,Amanda Huber,Wine,3,2023-05-17 05:59:41,38.13,114.39
51888,Tammy Huffman,Wine,1,2023-10-17 07:39:51,49.89,49.89
29521,Jesse Francis,Beer,1,2023-01-27 03:08:23,48.25,48.25
27998,Bryan Saunders,Soda,5,2023-03-01 09:23:43,14.34,71.7
18197,Trevor Hayes,Wine,5,2023-05-27 12:11:29,46.37,231.85
29804,Curtis Nelson,Soda,5,2023-07-22 06:52:13,7.11,35.55
39721,Elizabeth Sanders,Pizza,2,2023-01-03 10:15:53,24.24,48.48
97541,Matthew Hopkins,Ice Cream,2,2023-04-20 19:27:44,43.8,87.6
49746,Donna Melendez,Garlic Bread,5,2023-07-07 10:50:11,8.36,41.8
48999,Amy Taylor,Cheesecake,1,2023-04-18 22:49:49,23.74,23.74
50665,Lisa Morris,Ice Cream,1,2023-07-13 18:43:29,15.02,15.02
45159,Kyle Johnson,Burger,3,2023-03-20 00:26:55,34.98,104.94
33821,Evelyn Navarro,Garlic Bread,2,2023-07-15 22:02:51,24.85,49.7
31451,Kevin King,Chocolate Cake,2,2023-12-14 08:33:25,42.29,84.58
8557,Linda Ryan,Coffee,5,2023-11-26 20:09:41,18.06,90.3
